statement,source,link,veracity,tokens
"""In fact, 85 percent of Oregonians voted in 2008.""",Democratic Party of Oregon,/web/20180119175346/http://www.politifact.com/oregon/statements/2010/nov/05/democratic-party-oregon/eighty-five-percent-oregonians-voted-2008/,0,"['In', 'fact', '85', 'percent', 'of', 'Oregonians', 'voted', 'in', '2008']"
"""The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.""",Michele Bachmann,/web/20180119175346/http://www.politifact.com/truth-o-meter/statements/2010/nov/04/michele-bachmann/rep-michele-bachmann-claims-obamas-trip-india-will/,0,"['The', 'president', 'of', 'the', 'United', 'States', 'will', 'be', 'taking', 'a', 'trip', 'over', 'to', 'India', 'that', 'is', 'expected', 'to', 'cost', 'the', 'taxpayers', '200', 'million', 'a', 'day']"
"""Congressman Nye voted against a bill which would have defunded the $5-10 billion"" the IRS needed to implement  health care legislation.",Scott Rigell,/web/20180119175346/http://www.politifact.com/virginia/statements/2010/nov/01/scott-rigell/scott-nigell-says-glenn-nye-voted-against-bill-wou/,0,"['Congressman', 'Nye', 'voted', 'against', 'a', 'bill', 'which', 'would', 'have', 'defunded', 'the', '5', '10', 'billion', 'the', 'IRS', 'needed', 'to', 'implement', 'health', 'care', 'legislation']"
Says Russ Feingold voted to give Social Security benefits to illegal immigrants,Ron Johnson,/web/20180119175346/http://www.politifact.com/wisconsin/statements/2010/nov/01/ron-johnson/ron-johnson-says-us-sen-russ-feingold-voted-give-s/,0,"['Says', 'Russ', 'Feingold', 'voted', 'to', 'give', 'Social', 'Security', 'benefits', 'to', 'illegal', 'immigrants']"
Says he has a track record of not raising taxes.,Rick Perry,/web/20180119175346/http://www.politifact.com/texas/statements/2010/nov/01/rick-perry/gov-rick-perry-says-he-has-track-record-not-raisin/,0,"['Says', 'he', 'has', 'a', 'track', 'record', 'of', 'not', 'raising', 'taxes']"
"Members of Congress did not have three days to read the bill ""when the stimulus was rushed into law.""",John Boehner,/web/20180119175416/http://www.politifact.com/truth-o-meter/statements/2010/oct/31/john-boehner/john-boehner-says-stimulus-bill-was-rushed-passage/,1,"['Members', 'of', 'Congress', 'did', 'not', 'have', 'three', 'days', 'to', 'read', 'the', 'bill', 'when', 'the', 'stimulus', 'was', 'rushed', 'into', 'law']"
"""Paul Workman wants to raise the sales tax.""",Valinda Bolton,/web/20180119175416/http://www.politifact.com/texas/statements/2010/oct/31/valinda-bolton/rep-valinda-bolton-says-paul-workman-wants-raise-s/,0,"['Paul', 'Workman', 'wants', 'to', 'raise', 'the', 'sales', 'tax']"
"""Senator Robert Hurt voted for a bill that’s raised your electric rates seven times.""",Tom Perriello,/web/20180119175416/http://www.politifact.com/virginia/statements/2010/oct/30/tom-perriello/tom-perriello-says-robert-hurt-voted-bill-raised-e/,0,"['Senator', 'Robert', 'Hurt', 'voted', 'for', 'a', 'bill', 'that', 's', 'raised', 'your', 'electric', 'rates', 'seven', 'times']"
"Democratic U.S. House candidate Julie Lassa pushed for a ""Canadian-style government takeover of health care.""",National Republican Congressional Committee,/web/20180119175416/http://www.politifact.com/wisconsin/statements/2010/oct/30/national-republican-congressional-committee/republican-group-says-julie-lassa-pushed-canadian-/,0,"['Democratic', 'U', 'S', 'House', 'candidate', 'Julie', 'Lassa', 'pushed', 'for', 'a', 'Canadian', 'style', 'government', 'takeover', 'of', 'health', 'care']"
"State House incumbent Jill Chambers, R-Atlanta, ""personally profits from taxpayer money.""",Georgia House Democratic Caucus on behalf of Elena Parent,/web/20180119175416/http://www.politifact.com/georgia/statements/2010/oct/30/georgia-house-democratic-caucus-behalf-elena-paren/state-house-candidate-parent-said-incumbent-profit/,0,"['State', 'House', 'incumbent', 'Jill', 'Chambers', 'R', 'Atlanta', 'personally', 'profits', 'from', 'taxpayer', 'money']"
"Sen. Harry Reid voted ""against declaring English our national language, twice.""",Sharron Angle,/web/20180119175420/http://www.politifact.com/truth-o-meter/statements/2010/oct/29/sharron-angle/sharron-angle-says-se-harry-reid-twice-voted-again/,1,"['Sen', 'Harry', 'Reid', 'voted', 'against', 'declaring', 'English', 'our', 'national', 'language', 'twice']"
"""Decorated Marine, two-tour Iraq war vet.""",Josh Mandel,/web/20180119175420/http://www.politifact.com/ohio/statements/2010/oct/29/josh-mandel/ohio-treasurer-candidate-josh-mandel-decorated-mar/,1,"['Decorated', 'Marine', 'two', 'tour', 'Iraq', 'war', 'vet']"
Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,Promote Oregon Leadership PAC (Oregon House Republicans),/web/20180119175420/http://www.politifact.com/oregon/statements/2010/oct/29/promote-oregon-leadership-pac-oregon-house-republi/oregon-house-republicans-say-will-rasmussen-was-ca/,1,"['Says', 'Will', 'Rasmussen', 'falsely', 'claimed', 'he', 'had', 'lived', 'in', 'the', 'West', 'Linn', 'district', 'for', 'about', 'a', 'year']"
"Says Peter Kilmartin has ""only three years experience in his own law practice.""",Christopher Little,/web/20180119175420/http://www.politifact.com/rhode-island/statements/2010/oct/29/christopher-little/g-candidate-little-says-kilmartin-has-only-three-y/,0,"['Says', 'Peter', 'Kilmartin', 'has', 'only', 'three', 'years', 'experience', 'in', 'his', 'own', 'law', 'practice']"
"""Most of the jobs that we lost were lost before the economic policies we put in place had any effect.""",Barack Obama,/web/20180119175420/http://www.politifact.com/truth-o-meter/statements/2010/oct/28/barack-obama/obama-says-most-job-loss-occurred-his-economic-pol/,1,"['Most', 'of', 'the', 'jobs', 'that', 'we', 'lost', 'were', 'lost', 'before', 'the', 'economic', 'policies', 'we', 'put', 'in', 'place', 'had', 'any', 'effect']"
"Says Republican candidates in Oregon are ""advocating violence"" against gays.",Basic Rights Oregon,/web/20180119175422/http://www.politifact.com/oregon/statements/2010/oct/28/basic-rights-oregon/basic-rights-oregon-tries-tie-one-pollsters-anti-g/,0,"['Says', 'Republican', 'candidates', 'in', 'Oregon', 'are', 'advocating', 'violence', 'against', 'gays']"
"Tells David Cicilline, ""94 percent of the carbon emissions which you so want to get rid of are caused by nature.""",John Loughlin,/web/20180119175422/http://www.politifact.com/rhode-island/statements/2010/oct/28/john-loughlin/house-candidate-loughlin-claims-94-percent-carbon-/,0,"['Tells', 'David', 'Cicilline', '94', 'percent', 'of', 'the', 'carbon', 'emissions', 'which', 'you', 'so', 'want', 'to', 'get', 'rid', 'of', 'are', 'caused', 'by', 'nature']"
"As CEO of WWE, Linda McMahon ""was caught tipping off a ringside physician"" about a federal investigation into illegally distributing steroids to wrestlers.",Democratic Senatorial Campaign Committee,/web/20180119175422/http://www.politifact.com/truth-o-meter/statements/2010/oct/27/democratic-senatorial-campaign-committee/dscc-claims-linda-mcmahon-tipped-ringside-physicia/,1,"['As', 'CEO', 'of', 'WWE', 'Linda', 'McMahon', 'was', 'caught', 'tipping', 'off', 'a', 'ringside', 'physician', 'about', 'a', 'federal', 'investigation', 'into', 'illegally', 'distributing', 'steroids', 'to', 'wrestlers']"
"Dan Seals has been running for office ""since before there were, like, iPods.""",Robert  Dold,/web/20180119175422/http://www.politifact.com/truth-o-meter/statements/2010/oct/27/robert-dold/robert-dold-targets-dan-seals-illinois-race-using-/,0,"['Dan', 'Seals', 'has', 'been', 'running', 'for', 'office', 'since', 'before', 'there', 'were', 'like', 'iPods']"
"Rick Perry is ""taking money away from hurricane victims"" and diverting it to ""remodel the Governor's Mansion.""",Back to Basics,/web/20180119175422/http://www.politifact.com/texas/statements/2010/oct/27/back-basics/back-basics-group-says-rick-perry-diverting-hurric/,0,"['Rick', 'Perry', 'is', 'taking', 'money', 'away', 'from', 'hurricane', 'victims', 'and', 'diverting', 'it', 'to', 'remodel', 'the', 'Governor', 's', 'Mansion']"
"""Unfortunately everyone needs to cut back in these tough economic times. That's why I voted to cut my own pay along with the pay of our state employees.""",Matt Patten,/web/20180119175422/http://www.politifact.com/ohio/statements/2010/oct/27/matt-patten/state-rep-matt-patten-democrats-tout-pay-cut-vote-/,0,"['Unfortunately', 'everyone', 'needs', 'to', 'cut', 'back', 'in', 'these', 'tough', 'economic', 'times', 'That', 's', 'why', 'I', 'voted', 'to', 'cut', 'my', 'own', 'pay', 'along', 'with', 'the', 'pay', 'of', 'our', 'state', 'employees']"
"Rick Scott ""has said that he would do away with the Department of Community Affairs.""",Alex Sink,/web/20180119175422/http://www.politifact.com/florida/statements/2010/oct/26/alex-sink/sink-claims-scott-said-he-wants-do-away-state-dca/,0,"['Rick', 'Scott', 'has', 'said', 'that', 'he', 'would', 'do', 'away', 'with', 'the', 'Department', 'of', 'Community', 'Affairs']"
"""Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.""",Rick Scott,/web/20180119175427/http://www.politifact.com/florida/statements/2010/oct/26/rick-scott/alex-sink-faces-her-own-fraud-charges-cnnst-peters/,1,"['Your', 'tellers', 'were', 'paid', 'kickbacks', 'for', 'directing', 'elderly', 'consumers', 'from', 'safe', 'deposits', 'to', 'risky', 'ones']"
"""When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it.""",Michael Steele,/web/20180119175427/http://www.politifact.com/truth-o-meter/statements/2010/oct/26/michael-steele/michael-steele-says-obamas-claims-hypocritical-his/,0,"['When', 'President', 'then', 'candidate', 'Obama', 'was', 'asked', 'to', 'disclose', 'some', 'of', 'his', 'donors', 'because', 'there', 'was', 'suspicion', 'of', 'their', 'being', 'the', 'foreign', 'source', 'of', 'money', 'into', 'his', 'campaign', 'they', 'refused', 'to', 'do', 'it']"
"Says ""Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.""",Tom Barrett,/web/20180119175427/http://www.politifact.com/wisconsin/statements/2010/oct/26/tom-barrett/tom-barrett-says-scott-walker-wants-ban-abortion-e/,1,"['Says', 'Scott', 'Walker', 'wants', 'to', 'make', 'abortion', 'illegal', 'even', 'in', 'cases', 'of', 'rape', 'incest', 'or', 'to', 'protect', 'the', 'life', 'of', 'the', 'mother']"
"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.",Donna Campbell,/web/20180119175427/http://www.politifact.com/texas/statements/2010/oct/26/donna-campbell/donna-campbell-says-rep-lloyd-doggett-voted-health/,1,"['Says', 'Lloyd', 'Doggett', 'voted', 'for', 'the', 'health', 'care', 'stimulus', 'and', 'cap', 'and', 'trade', 'bills']"
"Says Robert Hurt ""supports the tax loopholes that send American jobs overseas.""",Tom Perriello,/web/20180119175427/http://www.politifact.com/virginia/statements/2010/oct/25/tom-perriello/perriello-hurt-taxpayer-pledge-loophole-overseas/,0,"['Says', 'Robert', 'Hurt', 'supports', 'the', 'tax', 'loopholes', 'that', 'send', 'American', 'jobs', 'overseas']"
"Says Tom Perriello voted ""to give tax breaks to foreign companies creating jobs in China.""",Robert Hurt,/web/20180119175427/http://www.politifact.com/virginia/statements/2010/oct/25/robert-hurt/robert-hurt-says-tom-perriello-voted-give-tax-brea/,0,"['Says', 'Tom', 'Perriello', 'voted', 'to', 'give', 'tax', 'breaks', 'to', 'foreign', 'companies', 'creating', 'jobs', 'in', 'China']"
"""More Texans have new jobs today than the entire population of Fort Worth.""",Rick Perry,/web/20180119175431/http://www.politifact.com/texas/statements/2010/oct/25/rick-perry/gov-rick-perry-says-more-texans-have-new-jobs-popu/,1,"['More', 'Texans', 'have', 'new', 'jobs', 'today', 'than', 'the', 'entire', 'population', 'of', 'Fort', 'Worth']"
"""Matt Patten kicked off his dirty campaign with thousands in dirty cash from guess who? (Frank) Russo and (Jimmy) Dimora.""",Ohio House Republican Organizational Committee,/web/20180119175431/http://www.politifact.com/ohio/statements/2010/oct/25/ohio-house-republican-organizational-committee/house-republicans-target-state-rep-matt-patten-try/,0,"['Matt', 'Patten', 'kicked', 'off', 'his', 'dirty', 'campaign', 'with', 'thousands', 'in', 'dirty', 'cash', 'from', 'guess', 'who', 'Frank', 'Russo', 'and', 'Jimmy', 'Dimora']"
"""Middle-class families throughout America (would) have to pay $6,000 per year"" to pay for tax cuts for the wealthy.",Kendrick Meek,/web/20180119175431/http://www.politifact.com/florida/statements/2010/oct/24/kendrick-meek/kendrick-meek-said-tax-cuts-wealthy-would-cost-mid/,0,"['Middle', 'class', 'families', 'throughout', 'America', 'would', 'have', 'to', 'pay', '6', '000', 'per', 'year', 'to', 'pay', 'for', 'tax', 'cuts', 'for', 'the', 'wealthy']"
"""I am very proud, as governor of Florida, that we signed the first divestment act, as it relates to Iran, divesting any investments in companies that would invest in Iran.""",Charlie Crist,/web/20180119175431/http://www.politifact.com/florida/statements/2010/oct/24/charlie-crist/charlie-crist-claims-florida-legislature-was-first/,1,"['I', 'am', 'very', 'proud', 'as', 'governor', 'of', 'Florida', 'that', 'we', 'signed', 'the', 'first', 'divestment', 'act', 'as', 'it', 'relates', 'to', 'Iran', 'divesting', 'any', 'investments', 'in', 'companies', 'that', 'would', 'invest', 'in', 'Iran']"
"Says Marco Rubio said that ""people who essentially don't agree with him, ought to leave the country, like Keith Olbermann.""",Charlie Crist,/web/20180119175431/http://www.politifact.com/florida/statements/2010/oct/24/charlie-crist/charlie-crist-says-marco-rubio-has-said-people-who/,1,"['Says', 'Marco', 'Rubio', 'said', 'that', 'people', 'who', 'essentially', 'don', 't', 'agree', 'with', 'him', 'ought', 'to', 'leave', 'the', 'country', 'like', 'Keith', 'Olbermann']"
"Lizbeth Benacquisto ""broke election law 105 times, hiding special interest contributors.""",Kevin Rader,/web/20180119175431/http://www.politifact.com/florida/statements/2010/oct/24/kevin-rader/florida-house-candidate-lizabeth-benaquist-accused/,1,"['Lizbeth', 'Benacquisto', 'broke', 'election', 'law', '105', 'times', 'hiding', 'special', 'interest', 'contributors']"
"Says Ron Johnson ""likes to say there are too many lawyers in the Senate – 57. He’d be the 70th millionaire.""",Russ  Feingold,/web/20180119175436/http://www.politifact.com/wisconsin/statements/2010/oct/22/russ-feingold/russ-feingold-says-ron-johnson-would-become-70th-m/,1,"['Says', 'Ron', 'Johnson', 'likes', 'to', 'say', 'there', 'are', 'too', 'many', 'lawyers', 'in', 'the', 'Senate', '57', 'He', 'd', 'be', 'the', '70th', 'millionaire']"
"""Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.""",Maryellen O'Shaughnessy,/web/20180119175436/http://www.politifact.com/ohio/statements/2010/oct/22/maryellen-oshaughnessy/maryellen-oshaughnessy-cites-jon-husteds-election-/,1,"['Since', '2000', 'when', 'he', 'entered', 'politics', 'Jon', 'Husted', 'has', 'been', 'on', 'the', 'ballot', 'six', 'times', 'for', 'three', 'different', 'political', 'offices']"
Bruce Starr was the only senator to vote for stronger ethics laws and greater accountability.,Bruce Starr,/web/20180119175436/http://www.politifact.com/oregon/statements/2010/oct/22/bruce-starr/bruce-starr-claims-be-only-state-senator-vote-stro/,0,"['Bruce', 'Starr', 'was', 'the', 'only', 'senator', 'to', 'vote', 'for', 'stronger', 'ethics', 'laws', 'and', 'greater', 'accountability']"
